1.078044952,0.061537592
1.069679032,0.053960184
1.055586784,0.031093336
1.059519728,0.0495825
1.057836928,0.002928072
1.05658204,0.049709912
1.053485688,0.022532692
1.052432736,-0.003283864
1.058110984,0.004178152
1.061212144,0.023023108
1.046961232,-0.026734884
1.054158808,0.000139432
1.059486072,0.017816044
1.049648904,-0.013611448
1.047744936,-0.06392236
1.050245096,-0.081875432
1.042076304,-0.066643688
1.041787824,0.001396724
1.053851096,0.101792572
1.056043544,0.117089224
1.052836608,0.110999892
1.079472928,0.054236644
1.080146048,-0.028540288
1.072510944,-0.083079836
1.079386384,-0.144667912
1.07708816,-0.11634158
1.075842888,-0.117764748
1.070544472,-0.168210284
1.07946812,-0.150187496
1.074304328,-0.162517612
1.078775768,-0.243563664
1.071683968,-0.239520136
1.092036232,-0.217208612
1.08718496,-0.249275568
1.0863676,-0.294134208
1.097752944,-0.286326016
1.090161112,-0.328275816
1.095858592,-0.240613956
1.089093736,-0.342896944
1.094098864,-0.287857364
1.097200024,-0.337807676
1.099416512,-0.275851788
1.104907248,-0.320974868
1.097276952,-0.303526636
1.081073992,-0.318152572
1.09600764,-0.305425796
1.093190152,-0.334458904
1.089310096,-0.347923708
1.088728328,-0.3639055
1.079953728,-0.344411464
1.079448888,-0.334449288
1.085410808,-0.325088112
1.095613384,-0.377521756
1.097680824,-0.395994092
1.083550112,-0.344639844
1.094435424,-0.341077116
1.094988344,-0.393032364
1.078559408,-0.337362936
1.071958024,-0.358674396
1.076443888,-0.392626088
1.073736984,-0.321616736
1.059620696,-0.373023872
1.065342216,-0.336959064
1.053702048,-0.388909504
1.057558064,-0.351241228
1.037162528,-0.321756168
1.038537616,-0.369259208
1.021401904,-0.331194272
1.029474536,-0.323477432
1.015935208,-0.380750328
1.007968352,-0.332408292
1.005631664,-0.326826204
1.021022072,-0.343548428
1.029863984,-0.352981724
0.819754384,-0.350385404
0.922506152,-0.421267344
0.902009648,-0.427548996
1.051120152,-0.376716416
1.038710704,-0.39157554
0.958974832,-0.31575338
0.970619808,-0.279587604
0.968610064,-0.264444808
0.98809208,-0.152723716
1.010502168,-0.184564696
1.034845072,-0.185627264
1.038354912,-0.159724164
1.046730448,-0.184216116
1.049860456,-0.196529404
1.05093264,-0.187040816
1.045350552,-0.182682364
1.056610888,-0.23515928
1.074246632,-0.150439916
1.070337728,-0.101237248
1.053615504,-0.176944016
1.056505112,-0.205731916
1.063750768,-0.078120384
1.055851224,-0.229115624
1.059976488,-0.162635408
1.056067584,-0.22574762
1.063712304,-0.223108028
1.050047968,-0.225240376
1.037835648,-0.173434176
1.048966168,-0.181018796
1.044725512,-0.184898852
1.043057136,-0.158433216
1.037715448,-0.164796604
1.04095604,-0.16212576
1.032633392,-0.065073876
1.035681664,-0.125943156
1.046273688,-0.126279716
1.035301832,-0.128147624
1.038268368,-0.088272476
1.052125024,-0.12393822
1.048076688,-0.09977802
1.02571468,-0.177725316
1.035272984,-0.173960652
1.0356432,-0.207854648
1.026041624,-0.218388976
1.005386456,-0.21244148
1.032527616,-0.227384744
1.015805392,-0.190038604
1.017651664,-0.178227752
1.0298736,-0.186855708
1.016944888,-0.09257804
1.029287024,-0.186891768
1.027921552,-0.182903532
1.015372672,-0.145990112
1.020070088,-0.141533096
1.019853728,-0.16051508
1.018146888,-0.138691568
1.013516784,-0.12393822
1.014012008,-0.133664804
1.005477808,-0.113887096
1.004564288,-0.110959024
1.014901488,-0.13461198
1.005924952,-0.095484476
1.014430304,-0.077093876
1.00136216,-0.103689328
1.004333504,-0.08520978
1.021853856,-0.101727664
1.035119128,-0.067814436
1.020022008,-0.094794528
1.016007328,0.003819956
1.025464664,-0.084890048
1.020685512,-0.084334724
1.028147528,-0.084226544
1.015286128,-0.052363928
1.02323856,-0.038778924
1.019771992,-0.033656
1.021767312,-0.026025704
1.025988736,-0.067879344
1.017824752,-0.045132696
1.022031752,-0.074906236
1.015031304,-0.042464256
1.01181956,-0.051609072
1.013925464,-0.034035832
1.025753144,-0.072088748
1.027435944,-0.044308124
1.025791608,-0.05759984
1.026224328,-0.041735844
1.028426392,-0.070663176
1.023603968,-0.043370564
1.020488384,-0.080375336
1.010348312,-0.044635068
1.009684808,-0.044964416
1.0237434,-0.047140036
1.020416264,-0.077401588
1.023801096,-0.049863768
1.02535408,-0.067129296
1.031215032,-0.048995924
1.010588712,-0.071312256
1.012031112,-0.075045668
